19-06-2018 23:54,b'There is nothing wrong with #VAR. Its just that people in football are too stupid to use it. They should take a lesson from rugby.'
,
19-06-2018 23:52,b'@xfl2020 Say No to #VAR'
,
19-06-2018 23:45,b'While my mechanic hero is down the road at the Auto Parts store I shamelessly rejoin the Live Stream of #SWE #KOR t... https://t.co/BAho0odDf8'
,
19-06-2018 23:16,b'We dont just set the Var.... we are the VAR @wwesheamus #TheBAR #worldcup #var @FIFAWorldCup https://t.co/DDiWP7JtEl'
,
19-06-2018 23:13,"b'The latest on the #WorldCup David Squires on ... #England, #VAR and the rest of #WorldCup2018 so far... https://t.co/hKtyg1vGsS'"
,
19-06-2018 23:11,b'Why does everyone on the VAR team dress up like they are referees? chill out like @FIFAWorldCup #FifaWorldCup2018... https://t.co/zqqIm9SXCd'
,
19-06-2018 23:07,b'What referees really look at! @JustEatUK #worldcup #VAR https://t.co/6LONG2xFfk'
,
19-06-2018 22:59,b'@FIFAWorldCup 2018 is all talk about the goals and whos going to get the golden boot. Id give it to this foul new... https://t.co/uAYi4GHDFN'
,
19-06-2018 22:55,b'The #VAR is turning into a joke. Wresting off the ball again goes unpunished #WorldCup What are the VAR team watchi... https://t.co/QTO00gTsyF'
,
19-06-2018 22:47,"b'@TonyIncenzo Hope so Tony, fingers crossed.. Surprised how poor Japan looked today Vrs 10 men, but did get a win. H... https://t.co/XWTC3DbNsd'"
,
19-06-2018 22:35,b'VAR will ultimately destroy the spontaneity of celebrating a goal.\nIt needs to go in the fckin bin marked Stupid I... https://t.co/DihkZGSYDT'
,
19-06-2018 22:34,b'Its all well and good having #VAR but when Columbia score a goal from a freekick that shouldve been a freekick to... https://t.co/TkldJULxDe'
,
19-06-2018 22:20,b'View of beautiful #SaintTropez bay from #port - bay is perfect to explore by #bike with #cycling paths all along... https://t.co/jBSjXl3Nup'
,
19-06-2018 22:20,b'#VAR panel reveal why Harry Kane incident wasnt  a penalty... Tunisia defender was actually a hero saving #Kane fr... https://t.co/nyFayVB4Ek'
,
19-06-2018 22:19,"b""Funny because it's true #ippon #var #Judo https://t.co/MoHiTrer0u"""
,
19-06-2018 22:18,b'VAR to save the day... oh wait. #VAR #WorldCup https://t.co/ku6i4xrr36'
,
19-06-2018 22:01,"b""Pundits questioned the referee's decision not to use #VAR when #HarryKane was pulled to the ground twice in the pen... https://t.co/kouEQUp9Ar"""
,
19-06-2018 21:55,"b'Showup, shoutout, showoff at #SocialSelling SympoXpo in #Boulder Hilton.\n@telecomreseller sponsor\n#Speaker... https://t.co/ZjWZ4VpITb'"
,
19-06-2018 21:53,"b'The Yes voters will be wanting a re-vote on that. \nYeah, they lost, but hey, it was close and people didnt under... https://t.co/SOeEUyentV'"
,
19-06-2018 21:48,"b'@paddypower Are you running the FIFA World Cup #VAR? If so, you making me lose.'"
,
19-06-2018 21:48,b'@jasoncundy05 @andygoldstein05 clattenburg said last night they ran out of time with first Kane penalty as throw in taken 23secs later #VAR'
,
19-06-2018 21:43,"b'After a fuller investigation of the facts , historians are now in agreement that we lost the second world war and t... https://t.co/PyPE572CUC'"
,
19-06-2018 21:38,b'#VAR #setpiecegoals #penalties and unexpected results. This is looking like it will be the best world Cup in a long... https://t.co/SFV04A0310'
,
19-06-2018 21:38,b'BREAKING\n#VAR has annulled #Brexit and #Trump.\nhttps://t.co/W3SDuP7RFN'
,
19-06-2018 21:35,b'The referee should not be going to the sideline to view a screen. What other sport do they do that in? #WorldCup Th... https://t.co/auAvZCkkiS'
,
19-06-2018 21:25,b'World Cup 1986 England VS. Argentina: \nMaradonaaa! Theyre appealing for offside...and the Ref is gonna check with... https://t.co/DbGtTxKRaF'
,
19-06-2018 21:17,b'So were now into the second round of games in #WorldCuo2018 what do you think to #VAR?'
,
19-06-2018 21:16,"b'#WorldCup full of penalties, own goals, goals from set pieces, I blame it on #var.'"
,
19-06-2018 21:15,b'The year of the dark horses .... I love this #WorldCup18 and I am a fan of #VAR .. sometimes you get favored sometimes you dont...'
,
19-06-2018 21:15,"b""The use of #VAR is ruining the beautiful game, this World Cup is being overun by penos and OG's...#awfuldecisions"""
,
19-06-2018 21:05,"b""TECH NOW IN FOOTBALL https://t.co/9ACywQiYMK\nWhat's your take on the How #VAR has performed in the #WorldCup ? Retw... https://t.co/C8B2A32jYa"""
,
19-06-2018 21:03,b'They should have VAR on #LoveIsand #var'
,
19-06-2018 20:58,b'#Neymar became the most fouled player at the #FIFAWorldCup in the last 20 years after the Switzerland match &amp; he wa... https://t.co/5bdvJXXvit'
,
19-06-2018 20:56,b'#VAR was supposed to fix all the things wrong with football. All its done is created another dimension in space time!'
,
19-06-2018 20:55,"b""#VAR is a waste of time and money!! Why can't refs who are in charge of #VAR make a call when they see what the cen... https://t.co/0cgI84ZnwP"""
,
19-06-2018 20:55,b'Incase you still think Egypt didnt deserve a second penalty. Heres the video the #VAR didnt see. #FifaWorldCup18... https://t.co/tnfvDiiQ1a'
,
19-06-2018 20:50,"b'Been wondering what makes this world cup so exciting. Hmm... Officiating. It was wonderful, #VAR is a great introdu... https://t.co/MsQJOgO28f'"
,
19-06-2018 20:50,"b""For the first time ever we're seeing #VAR (Virtual Assistant Referee). The systems purpose is to help make decision... https://t.co/yshPJrBFj7"""
,
19-06-2018 20:41,b'@BBCSport #VAR is a well intended bad idea. Does more harm than good on most days. And having the ARs keep flags do... https://t.co/YwUXOjzyGJ'
,
19-06-2018 20:37,b'Sweden \nArgentina \nPortugal \nSpain \nEgypt\nFrance \nAustralia\nPeru\nCroatia\nJapan\n\nI am sure... https://t.co/JqUOFpqRiW'
,
19-06-2018 20:35,b'@FIFAcom You would do well to give the VAR officials the power to interrupt and dictate to the referee when there i... https://t.co/ShkBx21W6J'
,
19-06-2018 20:35,b'@SkyFootball give each team one appeal per half for VAR. A successful appeal would allow the team to keep using tha... https://t.co/zR6Apc6LQs'
,
19-06-2018 20:29,"b""It's apparent #VAR works for the favorites"""
,
19-06-2018 20:28,b'Was wondering why this #VAR thingy was a bit ropy #WorldCup https://t.co/ZO7ldAqpKb'
,
19-06-2018 20:28,b'@___TC @Adamjoeclark The only team youll supply for the final will be sat in a room in Moscow watching it on 6 screens #VAR'
,
19-06-2018 20:27,"b'Why dont they just give each team one #VAR challenge per half. If you use it and your wrong, thats it gone, keep... https://t.co/2tIqc1thsL'"
,
19-06-2018 20:26,b'Just in case VAR doesnt work (again) ... \n#WorldCup #VAR #England https://t.co/F7aaBdZ7gB'
,
19-06-2018 20:24,"b""These world cup officiating is very poor. Uses of #VAR is controversial. I think #Fifa needs to check what's wrong @FIFAcom @ESPNFC"""
,
19-06-2018 20:24,b'Is VAR a good thing or a bad thing? #WorldCupRussia2018 #VAR @TKSakyi @JonathanKemp30 @FCPlatinum'
,
19-06-2018 20:24,"b'@talkSPORT why is everyone Moaning about #VAR We use it in rugby, the nfl use it on every on field decision! Its a... https://t.co/FmBHRARQ03'"
,
19-06-2018 20:23,b'Looks like le #VAR yenu is here to work for certain countries and mize others #WorldCup18'
,
19-06-2018 20:22,"b""#VAR is fucking disgraceful. As well as #FIFA, fuck both of them. That's why Egypt lost to that shitty Russian team... https://t.co/Ku3zxw93LL"""
,
19-06-2018 20:20,b'Really annoys me that there is already a campaign against England. How can VAR not award a penalty for Kane being R... https://t.co/7KDe02rKg0'
,
19-06-2018 20:20,b'How many of you lot want to be a referee now?!  @FIFAWorldCup #VAR https://t.co/kfnsGWlb5q'
,
19-06-2018 20:19,b'@AfcRoberto Its the exact same as celebrating a goal in the ground and then finding out after 30 seconds it had bee... https://t.co/xbbrU6JwKa'
,
19-06-2018 20:19,"b'After 17 games - the topscorers\n#Russia has 2 players in top 5\nand then the usual suspects: Ronaldo, Costa, Lukak... https://t.co/tMLh6JexqV'"
,
19-06-2018 20:17,b'Lol at the #VAR chant breaking out #nxtukct'
,
19-06-2018 20:16,b'#WorldCup2018 This #VR #VAR has created some type of dependence on players &amp; referee to rely on next options of it.... https://t.co/MCwS9eJcOw'
,
19-06-2018 20:14,"b""#WorldCup What's your opinion on #VAR ?"""
,
19-06-2018 20:13,b'The use of this VAR should be consistent. Also can we get the guidelines of the usage of this technology. When and... https://t.co/FlMPD0Vwf7'
,
19-06-2018 20:10,b'VAR is the most inconsistent video assistance in sport. There has been so many situations worse than that Risdon ch... https://t.co/al32r0dSAG'
,
19-06-2018 20:10,b'@SamanthaQuek #VAR - Very Average Referees'
,
19-06-2018 20:09,b'Video Assistant Reffree need more regulation #VAR'
,
19-06-2018 20:08,"b'#VAR is tha worst and useless idea,  innovation that corrupt @FIFAcom ever came up with'"
,
19-06-2018 20:08,"b""Viva la #VAR ! Can't say it too often."""
,
19-06-2018 20:07,"b'@FIFAcom This #VAR thing is very much useless, it is causing lots of controversy\n#WorldCup'"
,
19-06-2018 20:07,b'Use of VAR is this World Cup has been hugely positive. Not the disruptive tech tool that everyone thought it would... https://t.co/XnMQtQLXFt'
,
19-06-2018 20:06,b'@WCGoalz @EPLBible I blame VAR!!! \n#VAR'
,
19-06-2018 20:03,"b""Serious FIFA must cancel VAR cause it not helping it is destroying people's heart #VAR MUST FALL"""
,
19-06-2018 20:03,"b'@Seandunne I was having a day off today after that England game, is the Ref having a shocker?  #var'"
,
19-06-2018 20:03,"b""@FIFAWorldCup  \n#VAR  it's complicated maan, Especially in football. \n#kuzobaLit"""
,
19-06-2018 20:02,"b'This AM, I was fortunate to hear @brandichastain speak about the state of soccer in the US today, the gender pay ga... https://t.co/a3bwsIblhi'"
,
