21-06-2018 23:45,b'@omara341 exactly this #fifa #ARGCRO #VAR'
,
21-06-2018 23:44,b'@fifamedia @FIFAWorldCup This is what your #VAR team were watching during the #PORMAR game https://t.co/Ds3oaGvkfn'
,
21-06-2018 23:40,"b'@fifamedia @FIFAWorldCup And by strange, when he was on the #VAR room for the Australia game he asked for a penalty https://t.co/cE9ltQVQSy'"
,
21-06-2018 23:39,"b'@fifamedia @FIFAWorldCup How come this referee disnt use the #VAR , even for an amateur referee it was clear a pen... https://t.co/KDmUFto94m'"
,
21-06-2018 23:34,"b'Just seen the Australia penalty against Denmark. Harsh pen for me. Another example of shitty #var Slowed down, it h... https://t.co/CHqYm6KwQd'"
,
21-06-2018 23:32,b'#VAR is only for G8\n#PORMAR\n#FIFA18WorldCup https://t.co/dlFbrNLYAW'
,
21-06-2018 23:28,b'#VAR is only for G8'
,
21-06-2018 23:26,b'@fifaworldcup_fr @Budweiser #VAR is the man of the match'
,
21-06-2018 23:24,b'@fifaworldcup_fr #VAR de merde!\nSorry #Morocco. #VAR is not available For your country.'
,
21-06-2018 23:07,"b'4) once our first mentally disabled referee, Arthur Parsnip, takes charge as the #VAR head official for his first g... https://t.co/r53fi6L04O'"
,
21-06-2018 23:00,b'@BBCMOTD #VAR technology added an  #X Factor moment to the football game'
,
21-06-2018 22:59,b'@BBCMOTD #VAR technology added #X Factor moment to the football game'
,
21-06-2018 22:58,b'The #Socceroos were unlucky against #France  being on the end of a very dubious #VAR decision &amp; very lucky against... https://t.co/FOFwBMBvgE'
,
21-06-2018 22:56,b'Very good article on #VAR at the #WorldCup - helps clear up any misunderstandings https://t.co/QCeLyHYtvA'
,
21-06-2018 22:54,b'@FIFAWorldCup @HNS_CFF   #VAR      \nDid the var technique work only for the Europeans... https://t.co/imALIAajbS'
,
21-06-2018 22:51,b'Mark #Geiger... guilty. @FIFAWorldCup #Mar #VAR #worldCup https://t.co/fpa4LiLIoH'
,
21-06-2018 22:47,b'Home come they never have enough seats for the #VAR guys? Do you think the most flatulent one has to go to the back... https://t.co/dZs0j0oGbc'
,
21-06-2018 22:46,b'What is #VAR and can it be treated with penicillin?'
,
21-06-2018 22:40,b'Breaking: #VAR is to be introduced to Scottish Football the @ScottishFA &amp; @spfl are currently in talks to decide wh... https://t.co/jSZFZrFQWm'
,
21-06-2018 22:27,b'What did TEB learn today?\n\n We still  Mile #AUS \n Luka plays for #SRB tomorrow \n #ARG would do well in #UFC\n... https://t.co/vGbWiO1CPp'
,
21-06-2018 22:22,b'Not sure about that #VAR penalty for #AUS Vs #DEN surely its just headed at his arm! #DENAUS #WorldCup2018'
,
21-06-2018 22:15,"b""It's just a coincidence.  #RussiaWorldCup2018 #VAR https://t.co/FPSljI0osk"""
,
21-06-2018 22:11,b'@realDonaldTrump Ohhhh...I thought she was referring to the #VAR debate. Thanks for clarifying'
,
21-06-2018 22:08,b'Id agree with #AgeHareide about #VAR if it was about the review team getting it wrong. That handball was another j... https://t.co/v4C5ye6niv'
,
21-06-2018 22:07,"b""I've tried to tinker with the round 3 #wildcard, but it's very difficult until a few more fixtures have been played... https://t.co/3BCkKU0ufl"""
,
21-06-2018 21:59,"b""If it's broadcasted on TEN network, it has to be WWE !!!\n\nAnd obviously, Raw is War (VAR)\n\n#fifaworldcup2018 #var... https://t.co/NE6Gcis8Km"""
,
